paper_group,representative_paper_id,representative_title,status,accepted_record_ids,acquired_record_ids,local_incomplete_record_ids,accepted_record_count
4effa8e553a8,4effa8e553a8,Toward Engineering Design Principles for HCI,downloaded,4effa8e553a8,4effa8e553a8,,1
506a676cb17b,506a676cb17b,"Toward Visualization for Games: Theory, Design Space, and Patterns",downloaded,506a676cb17b,506a676cb17b,,1
6f114a6d29d1,6f114a6d29d1,Toward a Conceptualization of Organizational Modularity,downloaded,6f114a6d29d1,6f114a6d29d1,,1
6aeae7ccf85b,6aeae7ccf85b,Toward a Framework for the Design of Interactive Technology for Nature Recreation,downloaded,6aeae7ccf85b;2b0df1a9b7be,6aeae7ccf85b,,2
e8f4a7417bf7,e8f4a7417bf7,Toward a Method for Design Science Research Meta-Studies to Improve the Reusability of Design Principles,downloaded,e8f4a7417bf7,e8f4a7417bf7,,1
364b7d9127ec,364b7d9127ec,Toward a Unified Model of Design Knowledge,downloaded,364b7d9127ec,364b7d9127ec,,1
e47202a23273,e47202a23273,Toward a design theory of strategic enterprise management business intelligence (SEMBI) capability maturity model,downloaded,e47202a23273,e47202a23273,,1
d4ef8c48ded5,d4ef8c48ded5,"Toward an Inventory of Plans and Patterns, and Their Use to Foster Strategic Knowledge in Programming Novices",downloaded,d4ef8c48ded5,d4ef8c48ded5,,1
42c66c187222,42c66c187222,Toward an effective approach to collaboration education: A taxonomy for game design,downloaded,42c66c187222,42c66c187222,,1
c7afdd089fdd,c7afdd089fdd,Toward patterns for collaborative knowledge creation,downloaded,c7afdd089fdd,c7afdd089fdd,,1
b357bc5a3d3b,b357bc5a3d3b,Towards Canonical Task Types for User Interface Design,downloaded,b357bc5a3d3b,b357bc5a3d3b,,1
ccc616a68c38,ccc616a68c38,Towards Creating a Body of Evidence-based Interactive Digital Narrative Design Knowledge: Approaches and Challenges,downloaded,ccc616a68c38,ccc616a68c38,,1
90b3e6bb765d,90b3e6bb765d,Towards Phenomenon-driven Design Science Research,downloaded,90b3e6bb765d,90b3e6bb765d,,1
5a716d80ac6b,5a716d80ac6b,Towards a Method for Design Principle Development in Information Systems,downloaded,5a716d80ac6b,5a716d80ac6b,,1
75f43821c56f,75f43821c56f,Towards a Model of Information Aesthetics in Information Visualization,downloaded,75f43821c56f,75f43821c56f,,1
013a50a2a9b4,013a50a2a9b4,Towards a Pattern Language for Creative Affordances,downloaded,013a50a2a9b4,013a50a2a9b4,,1
c5d4c66275a8,c5d4c66275a8,Towards a Theory Driven Foundational Model for Design: Rethinking Requirement Elicitation for Special Needs,downloaded,c5d4c66275a8,c5d4c66275a8,,1
9049c4d2bbec,9049c4d2bbec,Towards a design theory of blended learning curriculum,downloaded,9049c4d2bbec,9049c4d2bbec,,1
4ac74ce3f335,4ac74ce3f335,Towards a framework for documentation design: an abstract model of computer-mediated activity,downloaded,4ac74ce3f335,4ac74ce3f335,,1
5b3b013c191d,5b3b013c191d,Towards a unified terminology for sonification and visualization,downloaded,5b3b013c191d,5b3b013c191d,,1
9e71c6e0b826,9e71c6e0b826,Towards design theory for community collaboration support system during crises: from conceptualisation to validation,downloaded,9e71c6e0b826,9e71c6e0b826,,1
c6dce869a98c,c6dce869a98c,Towards normal design for safety-critical systems,downloaded,c6dce869a98c,c6dce869a98c,,1
9ddabd46988b,9ddabd46988b,Towards project communication management patterns,downloaded,9ddabd46988b,9ddabd46988b,,1
f50a79b2d7e1,f50a79b2d7e1,Towards scaling expertise with generative AI: design principles for governing AI-Mediated knowledge capture and transfer,downloaded,f50a79b2d7e1,f50a79b2d7e1,,1
b2234ef79a5a,b2234ef79a5a,Tracing situated effects of innovative design methods: inexperienced designers' practices,downloaded,b2234ef79a5a,b2234ef79a5a,,1
a707fd62833a,a707fd62833a,Tracing the tensions surrounding understandings of agency and knowledge in technology design,downloaded,a707fd62833a,a707fd62833a,,1
4691ac0735c4,4691ac0735c4,Transition Designing as Ontological Redirection: Key Principles for Transition-Oriented Futuring,downloaded,4691ac0735c4,4691ac0735c4,,1
aea175ec1e11,aea175ec1e11,Typed Design Patterns for the Functional Era,downloaded,aea175ec1e11,aea175ec1e11,,1
b77e7d67555e,b77e7d67555e,USSF: A Unified Framework for Screen Standardization in Software Systems,downloaded,b77e7d67555e,b77e7d67555e,,1
234ec11212b7,9ccb5664a5cf,Under the umbrella: components of empathy in psychology and design,downloaded,234ec11212b7;9ccb5664a5cf,234ec11212b7,,2
774e05395765,774e05395765,Understanding and using patterns in software development,downloaded,774e05395765;0aa61a77370c,774e05395765,,2
a21900f84443,a21900f84443,Undesigning technology: considering the negation of design by design,downloaded,a21900f84443,a21900f84443,,1
f02904f836be,f02904f836be,Universal Participatory Design: Achievements and Challenges,downloaded,f02904f836be,f02904f836be,,1
a74bec243b7f,a74bec243b7f,Universal Structural-Semantic Model of Design Patterns,downloaded,a74bec243b7f,a74bec243b7f,,1
421030e9786e,421030e9786e,Unpacking Human-AI interactions: From Interaction Primitives to a Design Space,downloaded,421030e9786e,421030e9786e,,1
a3bc8ece9d73,a3bc8ece9d73,Use of design patterns in analogy-based design,downloaded,a3bc8ece9d73,a3bc8ece9d73,,1
cb7daae2b94f,cb7daae2b94f,User Experience Design in Professional Map-Based Geo-Portals,downloaded,cb7daae2b94f,cb7daae2b94f,,1
5c096c480387,5c096c480387,User interfaces of information retrieval systems and user friendliness,downloaded,5c096c480387,5c096c480387,,1
3058799f63c1,3058799f63c1,Using Schema to Inform Method Design Practices,downloaded,3058799f63c1,3058799f63c1,,1
94347a49c12b,94347a49c12b,Using System Dynamics to Construct Design Theory for Community Information Systems,downloaded,94347a49c12b,94347a49c12b,,1
7c4d2eb91f51,7c4d2eb91f51,Using a Visual Abstract as a Lens for Communicating and Promoting Design Science Research in Software Engineering,downloaded,7c4d2eb91f51,7c4d2eb91f51,,1
af4a4237d98a,00e42ae113b8,Utilization of design principles for hybrid learning configurations by interprofessional design teams,downloaded,af4a4237d98a;00e42ae113b8,00e42ae113b8;af4a4237d98a,,2
e7091fbecdfa,a1aac0a67aec,"Utilizing, Producing, and Contributing Design Knowledge in DSR Projects",downloaded,e7091fbecdfa;a1aac0a67aec,e7091fbecdfa,,2
28e9bfcf6713,28e9bfcf6713,Validating effective design knowledge for re-use: HCI engineering design principles,downloaded,28e9bfcf6713,28e9bfcf6713,,1
f59da9db088b,f59da9db088b,Value sensitive design as a formative framework,downloaded,f59da9db088b,f59da9db088b,,1
6f73a944b8d6,6f73a944b8d6,Video collaboratories for research and education: An analysis of collaboration design patterns,downloaded,6f73a944b8d6,6f73a944b8d6,,1
4e727e38805c,0dfd5fd048ad,"Visualization Atlases: Explaining and Exploring Complex Topics Through Data, Visualization, and Narration",downloaded,4e727e38805c;0dfd5fd048ad,4e727e38805c,,2
4e4a50e133cc,4e4a50e133cc,Weapon design patterns in shooter games,downloaded,4e4a50e133cc,4e4a50e133cc,,1
c0372ed4d123,c0372ed4d123,Web-based information systems: Developing a design theory,downloaded,c0372ed4d123,c0372ed4d123,,1
63e3bdac7fab,63e3bdac7fab,What Do We Know about the Effectiveness of Software Design Patterns?,downloaded,63e3bdac7fab,63e3bdac7fab,,1
1a3361a5f828,1a3361a5f828,What are Security Patterns? A Formal Model for Security and Design of Software,downloaded,1a3361a5f828,1a3361a5f828,,1
5ba50396ff25,5ba50396ff25,What is a Convention in Interactive Narrative Design?,downloaded,5ba50396ff25,5ba50396ff25,,1
2a3139d14895,2a3139d14895,What is design knowledge from the viewpoint of CPM/PDD?,downloaded,2a3139d14895,2a3139d14895,,1
0512599e76df,0512599e76df,What is the content of 'design thinking'? Design Heuristics as conceptual repertoire,downloaded,0512599e76df,0512599e76df,,1
beaf258777e6,beaf258777e6,What is the value of design theory?,downloaded,beaf258777e6,beaf258777e6,,1
7d5d566e7d9b,7d5d566e7d9b,What should we expect from research through design?,downloaded,7d5d566e7d9b,7d5d566e7d9b,,1
7a42dd52852e,7a42dd52852e,What's in design rationale?,downloaded,7a42dd52852e;b35e10e64c53,7a42dd52852e,,2
bacdc4f76eea,bacdc4f76eea,Work system principles: towards a justified design theory on the grounds of socio-instrumental pragmatism,downloaded,bacdc4f76eea,bacdc4f76eea,,1
b9f64070ed9a,b9f64070ed9a,“Modeling-by-Patterns” of Web applications,downloaded,b9f64070ed9a,b9f64070ed9a,,1
23d63cb34b3e,23d63cb34b3e,"Research methods for design knowledge: clarifying definitions, characteristics, and areas of confusion",missing_full_pdf_link_stub_only,23d63cb34b3e,,23d63cb34b3e,1
173b24db7b5b,173b24db7b5b,A Conceptual Framework for Conversational Human-AI Interaction Design (CHAI),missing_pdf,173b24db7b5b,,,1
5a2a6b8628c4,5a2a6b8628c4,A Design-Driven Epistemology for Organization Design,missing_pdf,5a2a6b8628c4,,,1
f652405808cb,f652405808cb,A Theory of Decision Support System Design for User Calibration,missing_pdf,f652405808cb,,,1
874b0e5bc4ea,874b0e5bc4ea,A classification of design theories and methodologies,missing_pdf,874b0e5bc4ea,,,1
49c09c48cbf2,49c09c48cbf2,A conceptual framework of autonomous and automated agents,missing_pdf,49c09c48cbf2,,,1
2d47b6d1002a,2d47b6d1002a,A framework for constructive design rationale,missing_pdf,2d47b6d1002a,,,1
87b9ed85521c,87b9ed85521c,A language-independent and formal approach to pattern-based modelling with support for composition and analysis,missing_pdf,87b9ed85521c,,,1
1744134ec197,1744134ec197,A pattern language for designing innovative projects: project design patterns,missing_pdf,1744134ec197,,,1
b3376ed9ed88,b3376ed9ed88,A view of design theory and methodology from the standpoint of design freedom,missing_pdf,b3376ed9ed88,,,1
ff329c2a7548,ff329c2a7548,ARCTIC DESIGN: EXPERIENCE IN INTERDISCIPLINARY SHAPING OF THE SUBJECT AREA,missing_pdf,ff329c2a7548,,,1
27b32c0d515d,27b32c0d515d,Advancing service design research with design science research,missing_pdf,27b32c0d515d,,,1
d0542b397a2a,d0542b397a2a,An ontological foundation for information systems design theory,missing_pdf,d0542b397a2a,,,1
a0bac1579403,a0bac1579403,Analysing adaptive gamification design principles for online courses,missing_pdf,a0bac1579403,,,1
9fbb38d67689,9fbb38d67689,Analysis of methods of creating new technical systems,missing_pdf,9fbb38d67689,,,1
b458715f3f4e,b458715f3f4e,AntiPatterns,missing_pdf,b458715f3f4e,,,1
8ade38cacb53,8ade38cacb53,Architectural Design Method of Architectural Engineering,missing_pdf,8ade38cacb53,,,1
acbc78e3036a,acbc78e3036a,Argumentation-based design rationale: what use at what cost?,missing_pdf,acbc78e3036a,,,1
c9d66ca5d04e,c9d66ca5d04e,Biologically inspired design: A macrocognitive account,missing_pdf,c9d66ca5d04e,,,1
1e3836bc80cb,1e3836bc80cb,Business Intelligence Conceptual Model,missing_pdf,1e3836bc80cb,,,1
85bf50e57b17,85bf50e57b17,Classification of design pattern traits,missing_pdf,85bf50e57b17,,,1
01193dadeea5,01193dadeea5,Classifying architectural constraints as a basis for software quality assessment,missing_pdf,01193dadeea5,,,1
00fc3fcb374a,00fc3fcb374a,Complex Operators: The Correspondence between the Visitor and Builder Design Patterns,missing_pdf,00fc3fcb374a,,,1
0d59edac201b,0d59edac201b,Composite design patterns,missing_pdf,0d59edac201b,,,1
9a8c3ee67905,9a8c3ee67905,Conceptual patterns,missing_pdf,9a8c3ee67905,,,1
58726078d0f2,58726078d0f2,Conceptualization of the Problem Space in Design Science Research,missing_pdf,58726078d0f2,,,1
4934044e5959,4934044e5959,Constraint management for concept ideation in conceptual design,missing_pdf,4934044e5959,,,1
8abe5ed83bac,8abe5ed83bac,"DESIGN PROCESS: FRAMES, METAPHORS, AND GAMES.",missing_pdf,8abe5ed83bac;74beefd3ed50,,,2
73a3c35d8872,73a3c35d8872,Decision and design heuristics in the context of entrepreneurial uncertainties,missing_pdf,73a3c35d8872,,,1
66218ff443f6,66218ff443f6,Deliberated Evolution: Stalking the View Matcher in Design Space,missing_pdf,66218ff443f6,,,1
425cad2aba7c,425cad2aba7c,Design Guidelines and Examples,missing_pdf,425cad2aba7c,,,1
ba2ae8bf282a,ba2ae8bf282a,Design Heuristics: Extraction and Classification Methods With Jet Propulsion Laboratory's Architecture Team,missing_pdf,ba2ae8bf282a,,,1
a89a42a794f9,a89a42a794f9,Design Methodology,missing_pdf,a89a42a794f9,,,1
202ec389a1a4,202ec389a1a4,Design expertise,missing_pdf,202ec389a1a4,,,1
d10d759497e7,d10d759497e7,Design for resilient performance: Concept and principles,missing_pdf,d10d759497e7,,,1
be21cd0985cf,be21cd0985cf,Design heuristics: A conceptual framework and preliminary method for extraction,missing_pdf,be21cd0985cf,,,1
fe2d6cd3e881,fe2d6cd3e881,Design knowledge: theory is support of practice,missing_pdf,fe2d6cd3e881,,,1
b841f16ac5b3,b841f16ac5b3,Design methods for real time software,missing_pdf,b841f16ac5b3,,,1
40848ec101fc,40848ec101fc,Design pattern in object-oriented technology,missing_pdf,40848ec101fc,,,1
5cc118253cb0,5cc118253cb0,Design patterns for real-time distributed system,missing_pdf,5cc118253cb0,,,1
e875047efc35,e875047efc35,Design rationale capture as knowledge acquisition: tradeoffs in the design of interactive tools,missing_pdf,e875047efc35,,,1
0c97b40952ed,0c97b40952ed,Design rationale knowledge management: A survey,missing_pdf,0c97b40952ed,,,1
1217bfc6316e,1217bfc6316e,Design research,missing_pdf,1217bfc6316e,,,1
f0eab2f851e8,f0eab2f851e8,Design science−the need for a scientific basis for engineering design methodology,missing_pdf,f0eab2f851e8,,,1
da4f2e110bcf,da4f2e110bcf,Design theory: Methods and organization for innovation,missing_pdf,da4f2e110bcf,,,1
83aa5bd0e6f8,83aa5bd0e6f8,Designing Embodied Sonic Meditation,missing_pdf,83aa5bd0e6f8,,,1
24bfa2182839,24bfa2182839,Designing claims for reuse in interactive systems design,missing_pdf,24bfa2182839,,,1
641046d46796,641046d46796,Designing for Big X: Characterizing Design for Major Challenges,missing_pdf,641046d46796,,,1
65fad5fc22ab,65fad5fc22ab,Discovery of Two Latent Loops of Designer-User Interaction in the Design Process,missing_pdf,65fad5fc22ab,,,1
2fdfe19e4493,2fdfe19e4493,E-Business Design: A Shift to Adaptability,missing_pdf,2fdfe19e4493,,,1
69560ebf92b1,69560ebf92b1,E-business design,missing_pdf,69560ebf92b1,,,1
03ce61847eb3,03ce61847eb3,Emotion Semantics Construction in Industrial Product Application,missing_pdf,03ce61847eb3,,,1
95202402b15a,95202402b15a,Enhancing creativity with domain-specific design heuristics for digital product innovation,missing_pdf,95202402b15a,,,1
199514a8ef02,199514a8ef02,Ethical Design Patterns for Automated Decision Platforms,missing_pdf,199514a8ef02,,,1
0a130c0971e9,0a130c0971e9,Feedforward as an essential active principle of engagement in computer games,missing_pdf,0a130c0971e9,,,1
739c04fa5456,739c04fa5456,From general design theory to knowledge-intensive engineering,missing_pdf,739c04fa5456,,,1
cb5bf6a78d8e,cb5bf6a78d8e,From surface realism to training considerations: a proposal for changing the focus in the design of training systems,missing_pdf,cb5bf6a78d8e,,,1
c825a5e5ab08,c825a5e5ab08,Functional design framework for innovative design thinking in product development,missing_pdf,c825a5e5ab08,,,1
06f1ec637cbe,06f1ec637cbe,Game Design Patterns,missing_pdf,06f1ec637cbe,,,1
001fdbe8c5a1,001fdbe8c5a1,Giving “the quality” a name: precise specification of design patterns−a second look at the manuscripts,missing_pdf,001fdbe8c5a1,,,1
015c4a80cae3,015c4a80cae3,Grounded design: design patterns as the link between theory and practice,missing_pdf,015c4a80cae3,,,1
366aac984411,366aac984411,How do designers and engineers practice design while Making? A narrative inquiry of designers who Make,missing_pdf,366aac984411,,,1
65d0b9192291,65d0b9192291,Implementation of Typology Criteria for Design Knowledge Reflecting Design Diversification,missing_pdf,65d0b9192291,,,1
4911e795230f,4911e795230f,Implementing patterns,missing_pdf,4911e795230f,,,1
3505744025b0,3505744025b0,"Improving OO design process using rules, patterns and refactoring",missing_pdf,3505744025b0,,,1
58147c8cf4e1,58147c8cf4e1,In defense of coexisting engineering meanings of function,missing_pdf,58147c8cf4e1,,,1
d98d3e1b6edc,d98d3e1b6edc,Introduction to Initial HCI Engineering Design Principles for Business-to-Consumer Electronic Commerce,missing_pdf,d98d3e1b6edc,,,1
dcbdeccbb96c,dcbdeccbb96c,Is there a specific type of knowledge associated with design?,missing_pdf,dcbdeccbb96c,,,1
817a6d8c927b,817a6d8c927b,KNOWLEDGE REPRESENTATION IN THE CONCEPTUAL DESIGN PROCESS FOR BUILDING ENERGY SYSTEMS.,missing_pdf,817a6d8c927b,,,1
37f353dbe230,37f353dbe230,Managing design knowledge,missing_pdf,37f353dbe230,,,1
991b603c9750,991b603c9750,Movement-based design methods: A typology for designers,missing_pdf,991b603c9750,,,1
495817cc9c25,495817cc9c25,"Object-oriented design knowledge: Principles, heuristics and best practices",missing_pdf,495817cc9c25,,,1
721f009574ce,721f009574ce,On integration of interface design methods: Can debates be resolved?,missing_pdf,721f009574ce,,,1
6cf8e8b74543,6cf8e8b74543,On the pattern of reasoning in innovative design,missing_pdf,6cf8e8b74543,,,1
7fb79f6d2f73,7fb79f6d2f73,"PEDAGOGICAL DESIGN: CONCEPT, PRINCIPLES, MODELS",missing_pdf,7fb79f6d2f73,,,1
d56cd856926c,d56cd856926c,Pedagogical patterns: picking up the design patterns approach,missing_pdf,d56cd856926c,,,1
efcb681fe67a,efcb681fe67a,Principles versus patterns,missing_pdf,efcb681fe67a,,,1
49719118a4a0,49719118a4a0,Progressive collapse of structures – review and outlook,missing_pdf,49719118a4a0,,,1
c8375326b367,c8375326b367,Prototypes: A basis for knowledge-based design,missing_pdf,c8375326b367,,,1
f0dd2d28f3d2,f0dd2d28f3d2,Research methods for design theory,missing_pdf,f0dd2d28f3d2,,,1
a8a02df6e7cc,a8a02df6e7cc,Research on the Six-Dimension Knowledge Classification System and Model for Modern Product Design,missing_pdf,a8a02df6e7cc,,,1
e6f0ef40b6ba,e6f0ef40b6ba,Research perspectives: The anatomy of a design principle,missing_pdf,e6f0ef40b6ba,,,1
4cce12210dba,4cce12210dba,Review and classification of knowledge in engineering design,missing_pdf,4cce12210dba,,,1
a60240423604,a60240423604,"Reviewing the state-of-the-art design rationale definitions, representations and capabilities",missing_pdf,a60240423604,,,1
da2bb1488305,da2bb1488305,Rigor in MIS Survey Research: In Search of Ideal Survey Methodological Attributes,missing_pdf,da2bb1488305,,,1
19c286f4e44f,19c286f4e44f,Scientific design rationale,missing_pdf,19c286f4e44f,,,1
1b8c995dfc43,1b8c995dfc43,Seven design frames that teachers use when considering technological pedagogical content knowledge (TPACK),missing_pdf,1b8c995dfc43,,,1
6d339b25d458,6d339b25d458,Shared Mental Models for Collaborative Mechanical Design in Mechanical Engineering,missing_pdf,6d339b25d458,,,1
042d03d821d0,042d03d821d0,"Situation, Patterns, Exploration, and Exploitation in Engineering Design",missing_pdf,042d03d821d0,,,1
78ea04e5eaee,78ea04e5eaee,Socio-technical design principles for a multi-stakeholder agriculture extension information system in Ethiopia,missing_pdf,78ea04e5eaee,,,1
1401e17184c0,49abb01daaab,Software creation: Cliché as intermediate knowledge in software design,missing_pdf,1401e17184c0;49abb01daaab,,,2
8c5a51d3193f,8c5a51d3193f,Some basic concepts in modern design theory,missing_pdf,8c5a51d3193f,,,1
01276f979d0b,01276f979d0b,"Space Agency': A 'Strong Concept' for Designing Socially Interactive, Robotic Environments",missing_pdf,01276f979d0b,,,1
15f1d3f0d040,15f1d3f0d040,Special design knowledge,missing_pdf,15f1d3f0d040,,,1
92fb23753506,92fb23753506,Statues and progress of research on users' tacit knowledge in product design,missing_pdf,92fb23753506,,,1
7f559689c730,7f559689c730,Strong Technology-Enhanced Learning Concepts,missing_pdf,7f559689c730,,,1
56dcde0a4f35,56dcde0a4f35,THEORY OF ENGINEERING DESIGN: A STRATEGY FOR CROSS-CULTURAL ANALYSIS.,missing_pdf,56dcde0a4f35,,,1
6ecb18a5b139,6ecb18a5b139,TO THE PROBLEM OF FORMING THE CATEGORIAL AND CONCEPTUAL APPARATUS OF THE COURSE “HISTORY AND METHODOLOGY OF DESIGN DESIGN”,missing_pdf,6ecb18a5b139,,,1
554b27236356,554b27236356,Technique Innovation,missing_pdf,554b27236356,,,1
27dca069171d,27dca069171d,"The Bridge Between Theory and Practice is Not More Theory: 
Replacing “Prescriptive Instructional Design Theory” with “Recommendation”",missing_pdf,27dca069171d,,,1
c55894a018e8,c55894a018e8,The Relevance of Design Features: From Abstract Knowledge to Practical Implementation,missing_pdf,c55894a018e8,,,1
a325f90a8913,a325f90a8913,The design ontology: foundation for the design knowledge exchange and management,missing_pdf,a325f90a8913,,,1
e65ee8e07d98,e65ee8e07d98,The experience engineering framework applied in two contexts,missing_pdf,e65ee8e07d98,,,1
ae257f9a6d4d,ae257f9a6d4d,The object-oriented design knowledge,missing_pdf,ae257f9a6d4d,,,1
a140a90ce7b9,a140a90ce7b9,The object-oriented design knowledge ontology,missing_pdf,a140a90ce7b9,,,1
4592ed134f14,4592ed134f14,The relation between brain-learning physiology and conceptualization methods in the design process of architecture students1,missing_pdf,4592ed134f14,,,1
e3e8ab9fddf7,e3e8ab9fddf7,Toward a Mid-Range Design Theory for Developing Pedagogically Effective Serious Games,missing_pdf,e3e8ab9fddf7,,,1
057bbf472430,057bbf472430,Toward an Integrated Theory of Task Design,missing_pdf,057bbf472430,,,1
86c052a239d1,86c052a239d1,Towards a formal definition of design and its possible applications,missing_pdf,86c052a239d1,,,1
64085b9b57e4,64085b9b57e4,Towards an integrative approach to researching design expertise,missing_pdf,64085b9b57e4,,,1
9de0e13a7156,9de0e13a7156,Towards functional de novo designed proteins.,missing_pdf,9de0e13a7156,,,1
75ffc50a1708,75ffc50a1708,Transformation design theory: A meta-analogical framework,missing_pdf,75ffc50a1708,,,1
56da61efca6b,56da61efca6b,Transitional Theory,missing_pdf,56da61efca6b,,,1
d37cc6beee51,d37cc6beee51,Two laws of design,missing_pdf,d37cc6beee51,,,1
6391dee944e6,6391dee944e6,Understanding What Design Research Is and Is NOT,missing_pdf,6391dee944e6,,,1
f51b21c51194,f51b21c51194,Understanding database design expertise,missing_pdf,f51b21c51194,,,1
31314745e651,31314745e651,Using Schema Theory to Construct the Designer's Knowledge Framework,missing_pdf,31314745e651,,,1
2b7b4d1ed27a,2b7b4d1ed27a,Using design patterns: elements of reusable architectures,missing_pdf,2b7b4d1ed27a,,,1
ad8d60b9d2e6,ad8d60b9d2e6,WAR GAMES CLASSIFICATION SYSTEMS,missing_pdf,ad8d60b9d2e6,,,1
c058d036363a,c058d036363a,What designers know,missing_pdf,c058d036363a;2f1410da2620,,,2
